Status,Prefix,random fuel code,Carbon intensity,EDRMS#,Fake Company,Fake contact name,Fake contact email,Application date,Approval date,Effective date,Expiry date,Fuel,Feedstock,Feedstock location,Misc,Fuel production facility city,Fuel production facility province/state,Fuel production facility country,Facility nameplate capacity random,Unit,Feedstock transport mode,Finished fuel transport mode,Former company,Notes
Approved,BCLCF,496.1,24.69,D28291110,"Smith, Hardy and Clark",Melissa Johnson,singhangela@example.net,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-03-27 00:00:00,Renewable naphtha,Yellow Grease (UCO),Eastern Europe,,Houston,Texas,USA,1965783696,Litres,"Marine, Truck",Marine,,
Approved,BCLCF,181.1,19.08,D28291448,"Smith, Nelson and Schneider",Jessica Hoffman,heathergonzalez@example.net,2023-11-01 00:00:00,2024-03-04 00:00:00,2023-11-01 00:00:00,2038-01-16 00:00:00,HDRD,Soy,US Central,Soybean Oil,Des Moines,Iowa,United States of America,435937102,,Rail,Rail,,
Approved,C-BCLCF,339.1,16.26,D28291428,"Smith, Ortega and Simpson",Jordan Smith,usalas@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-27 00:00:00,HDRD,Tallow,US Central,Co products used to produce H2,Victoria,British Columbia,Canada,188970304,,Rail,Marine-international,,
Approved,BCLCF,761.1,28.06,D28291279,"Smith, Smith and Underwood",Michael Perkins,david10@example.net,2024-10-15 00:00:00,2024-11-19 00:00:00,2024-10-15 00:00:00,2037-01-28 00:00:00,Ethanol,Corn,US Central,,Fargo,North Dakota,United States of America,303110150,,Marine-international,Rail,,
Approved,C-BCLCF,125.2,19.48,D28291091,Smith-Anderson,Robyn Long,mooremichael@example.org,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-03-08 00:00:00,Propane,Tallow,Alberta,Co-Processing in FCC,Kelowna,British Columbia,Canada,228388496,Litres,Rail,Truck,,
Approved,C-BCLCF,323.2,-19.38,D28291303,Smith-Dominguez,Rachel Smith,utran@example.com,2022-01-17 00:00:00,2022-07-13 00:00:00,2022-01-17 00:00:00,2038-11-06 00:00:00,Biodiesel,Yellow Grease (UCO),British Columbia,,Prince George,British Columbia,Canada,10674125,,Marine-international,Marine-international,,
Approved,BCLCF,583.1,6.1,D28291279,Smith-Duncan,Amber Solis,phays@example.org,2022-05-02 00:00:00,2023-03-29 00:00:00,2022-05-02 00:00:00,2038-08-18 00:00:00,Biodiesel,Soy,US Central,,Fargo,North Dakota,United States of America,269353819,,Adjacent,Rail,,
Approved,C-BCLCF,672.1,30.77,D28291300,Smith-Fritz,Eric Curry,cbates@example.net,2023-11-27 00:00:00,2024-03-15 00:00:00,2024-01-01 00:00:00,2037-12-29 00:00:00,Ethanol,Wheat,Manitoba,,Brandon,Manitoba,Canada,147321,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,114.1,9.16,D28291188,Smith-Love,Thomas Mitchell,harold84@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-08-24 00:00:00,Renewable naphtha,Yellow Grease (UCO),Quebec,,Vancouver,British Columbia,Canada,188640186,,Rail,Marine-international,,
Approved,C-BCLCF,851.1,60.34,D28291444,Smith-Miller,Michael Sanders,xmiller@example.net,2016-01-20 00:00:00,2016-04-06 00:00:00,2016-01-01 00:00:00,2039-07-14 00:00:00,Ethanol,Corn,US Central,,Brandon,Manitoba,Canada,133338908,,Marine-international,Rail,,
Approved,BCLCF,494.1,19.62,D28291140,Smith-Shaw,Jennifer Jimenez,tnguyen@example.com,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-04-26 00:00:00,Alternative jet fuel,Yellow Grease (UCO),Western Europe,,Austin,Texas,USA,1839346829,Litres,"Marine, Truck",Marine,,
Approved,C-BCLCF,265.1,-5.8,D28291372,Snyder and Sons,Tina Colon,rhoward@example.net,2022-09-15 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-26 00:00:00,HDRD,Tallow,Washington,,Kelowna,British Columbia,Canada,222946943,,Marine-international,Marine-international,,
Approved,BCLCF,565.1,16.71,D28291309,Snyder-Johnson,Kelly Tanner,griffinmichael@example.net,2023-07-27 00:00:00,2024-02-08 00:00:00,2023-08-01 00:00:00,2038-02-10 00:00:00,Ethanol,Sorghum,US Central,69% CCS,Houston,Texas,United States of America,215704466,,Marine-international,Rail,,
Approved,BCLCF,170.1,17.37,D28291252,Solis LLC,Robert Reed,halldarren@example.net,2024-03-18 00:00:00,2024-05-21 00:00:00,2024-03-19 00:00:00,2037-10-20 00:00:00,Biodiesel,Corn Oil,US Central,,St. Paul,Minnesota,United States of America,161603035,,"Marine-international, Rail",Rail,,
Approved,BCLCF,353.2,-12.7,D28291359,"Solomon, Johnson and Figueroa",Peggy Reyes,rodney52@example.com,2019-07-25 00:00:00,2019-08-08 00:00:00,2019-07-25 00:00:00,2039-04-30 00:00:00,Biodiesel,Soy,US Central,UPS Glycerine,Kansas City,Missouri,United States of America,206743587,,Marine-international,Rail,,
Approved,BCLCF,133.3,45.59,D28291350,Sosa Group,Mark Wilson,timothywilliams@example.com,2024-06-11 00:00:00,2024-08-02 00:00:00,2024-06-11 00:00:00,2037-05-27 00:00:00,HDRD,Camelina,US Central,,Kansas City,Missouri,United States of America,727775764,,Rail,Rail,,
Approved,C-BCLCF,208.1,12.17,D28291069,Soto-Jordan,Renee Wolfe,dustinvaldez@example.net,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-02-15 00:00:00,HDRD,Canola,Saskatchewan,Co-processing in FCC,Prince George,British Columbia,Canada,228067604,Litres,Rail,Truck,,
Approved,BCLCF,316.1,20.3,D28291381,Sparks-Ford,Michele Brown,mistyhoover@example.org,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-10 00:00:00,HDRD,Yellow Grease (UCO),International,,Baton Rouge,Louisiana,United States of America,612952004,,Marine,Marine,,
Approved,C-BCLCF,300.3,7.61,D28291083,Spencer Ltd,Alan Proctor,hannahlopez@example.net,2023-03-09 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-11-29 00:00:00,Renewable gasoline,Tallow,Quebec,Co-processing in FCC,Kelowna,British Columbia,Canada,35330388,,Marine-international,Rail,,
Approved,C-BCLCF,853.1,33.54,D28291442,"Spencer, Duffy and Hogan",Mark Clark,vmcdaniel@example.com,2016-09-25 00:00:00,2016-09-29 00:00:00,2016-09-03 00:00:00,2039-07-12 00:00:00,Ethanol,Wheat,Alberta,,Red Deer,Alberta,Canada,41232677,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,295.1,23.42,D28291275,Spencer-Carpenter,Joseph Lozano,alexisholloway@example.net,2024-10-07 00:00:00,2025-01-15 00:00:00,2024-10-27 00:00:00,2036-11-05 00:00:00,HDRD,Yellow Grease (UCO),South America,,Houston,Texas,United States of America,1924137619,,"Marine, Marine-international",Marine,,
Approved,BCLCF,211.1,19.79,D28291464,Spencer-Lane,Cynthia Larson,pbarker@example.org,2022-07-05 00:00:00,2024-01-24 00:00:00,2022-12-31 00:00:00,2038-04-30 00:00:00,HDRD,Yellow Grease (UCO),US Central,Non-rendered UCO,New Orleans,Louisiana,United States of America,260505365,,"Marine, Marine-international, Rail","Marine, Rail",,
Approved,C-BCLCF,138.4,-1.38,D28291051,Stafford-Pugh,Patricia Anderson,joliver@example.net,2024-05-24 00:00:00,2025-01-08 00:00:00,2024-05-24 00:00:00,2036-01-28 00:00:00,Renewable gasoline,Yellow Grease (UCO),Ontario,Coprocessing in FCC,Prince George,British Columbia,Canada,34197968,Litres,Rail,Marine-international,,
Approved,C-BCLCF,369.2,12.62,D28291391,Stanley-Sheppard,Sarah Wood,jamieprice@example.org,2020-03-26 00:00:00,2020-03-30 00:00:00,2019-01-01 00:00:00,2039-03-27 00:00:00,Ethanol,Wheat,Canada West,CCS,Saskatoon,Saskatchewan,Canada,119021087,,"Marine-international, Rail",Marine-international,,
Approved,C-BCLCF,791.1,20.41,D28291268,"Stark, Shannon and Hernandez",Bruce Fleming,millerdavid@example.com,2023-12-19 00:00:00,2024-03-21 00:00:00,2024-01-01 00:00:00,2037-12-22 00:00:00,CNG,Renewable Natural Gas,British Columbia,Landfill Gas,Vancouver,British Columbia,Canada,62144,,Adjacent,Pipeline,,
Approved,BCLCF,390.3,2.12,D28291273,Steele-Hall,Tammy Lee,tiffanyvasquez@example.net,2023-01-03 00:00:00,2024-01-25 00:00:00,2022-12-31 00:00:00,2038-04-03 00:00:00,Biodiesel,Canola,Alberta,Canola Oil,Baton Rouge,Louisiana,United States of America,415776904,,"Marine, Marine-international, Rail","Marine-international, Rail",,
Approved,C-BCLCF,376.1,33.13,D28291404,Stephens and Sons,Amy Mullins,oliverkarl@example.org,2019-08-26 00:00:00,2019-11-27 00:00:00,2019-08-26 00:00:00,2039-04-16 00:00:00,Ethanol,Wheat,Alberta,,Calgary,Alberta,Canada,48199681,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,395.3,-0.2,D28291276,Stephens Group,Patrick Mitchell,spencermadison@example.com,2023-01-03 00:00:00,2024-01-25 00:00:00,2022-12-31 00:00:00,2038-04-08 00:00:00,Biodiesel,Canola,Saskatchewan,Canola Oil,Baton Rouge,Louisiana,United States of America,399151128,,Rail,"Marine-international, Rail",,
Approved,BCLCF,391.3,25.59,D28291451,"Stephenson, Lowe and Castaneda",Jacob Pacheco,samantha26@example.com,2023-02-09 00:00:00,2024-01-24 00:00:00,2023-02-09 00:00:00,2038-04-04 00:00:00,HDRD,Camelina,US West,,St. Paul,Minnesota,United States of America,875632647,,"Marine-international, Rail",Rail,,
Approved,BCLCF,132.5,35.3,D28291356,Stevens LLC,Michael Lewis,richardsmeagan@example.com,2024-06-11 00:00:00,2024-08-02 00:00:00,2024-06-11 00:00:00,2037-06-02 00:00:00,HDRD,Canola,US Central,,St. Paul,Minnesota,United States of America,728190382,,Rail,Rail,,
Approved,C-BCLCF,855.1,-20.5,D28291439,Stevens Ltd,Jessica Drake,gonzalezchristopher@example.net,2017-12-13 00:00:00,2018-02-27 00:00:00,2017-12-07 00:00:00,2039-07-09 00:00:00,Ethanol,Municipal Solid Waste (MSW),Alberta,,Calgary,Alberta,Canada,34794663,,Adjacent,"Marine-international, Rail",,
Approved,C-BCLCF,534.1,19.14,D28291169,Stevens PLC,Renee Peters,hinesjoanna@example.net,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-05-25 00:00:00,HDRD,Tallow,Ontario,,Vancouver,British Columbia,Canada,184059273,Litres,Rail,Truck,,
Approved,C-BCLCF,537.1,10.57,D28291186,"Stevens, Jimenez and Gonzales",Madison Hardy,xpowell@example.net,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-06-11 00:00:00,HDRD,Yellow Grease (UCO),British Columbia,,Vancouver,British Columbia,Canada,165099327,Litres,Rail,Truck,,
Approved,BCLCF,269.2,49.86,D28291410,Stewart LLC,Steven Ruiz,rachelanderson@example.net,2018-03-27 00:00:00,2018-05-10 00:00:00,2018-03-27 00:00:00,2039-05-10 00:00:00,Ethanol,Corn,US Central,Raw Starch Hydrolysis process,Fargo,North Dakota,United States of America,82484314,,Marine-international,Rail,,
Approved,C-BCLCF,721.1,77.69,D28291268,"Stewart, Meyer and Perez",Rhonda Lopez,pwilliams@example.com,2024-01-02 00:00:00,2024-03-06 00:00:00,2024-01-02 00:00:00,2038-01-04 00:00:00,Propane,Crude Oil,BC,,Prince George,British Columbia,Canada,0,,"Marine-international, Pipeline, Rail","Marine-international, Pipeline, Rail",,
Approved,C-BCLCF,310.1,-0.32,D28291102,"Stewart, Payne and Blackwell",William Scott,wendyallen@example.com,2022-09-15 00:00:00,2024-07-31 00:00:00,2024-01-01 00:00:00,2037-06-11 00:00:00,Renewable gasoline,Canola,Alberta,,Victoria,British Columbia,Canada,220878516,,Marine-international,Marine-international,,
Approved,BCLCF,200.2,3.49,D28291339,Stokes-Moore,Stephen Warren,jandrews@example.com,2020-08-27 00:00:00,2020-10-23 00:00:00,2020-08-27 00:00:00,2039-02-19 00:00:00,Biodiesel,Soy,US Central,,Minneapolis,Minnesota,United States of America,102742968,,Marine-international,Rail,,
Approved,BCLCF,521.2,29.29,D28291240,Stone Group,Ms. Pamela Perez,xhill@example.com,2023-04-10 00:00:00,2024-01-25 00:00:00,2023-04-10 00:00:00,2038-03-30 00:00:00,Renewable naphtha,Tallow,US Central,,New Orleans,Louisiana,United States of America,1233405813,,Rail,Marine,,
Approved,BCLCF,324.1,39.56,D28291375,"Stone, Porter and Dorsey",Mindy Sanchez,kwright@example.net,2020-06-11 00:00:00,2020-06-18 00:00:00,2020-06-11 00:00:00,2039-03-10 00:00:00,Ethanol,Corn,US Central,No CCS,Baton Rouge,Louisiana,United States of America,256494840,,Marine-international,Rail,,
Approved,C-BCLCF,666.2,14.31,D28291487,Stone-Hawkins,Aaron Hernandez,jonessarah@example.org,2014-05-01 00:00:00,2014-06-18 00:00:00,2014-05-01 00:00:00,2039-09-20 00:00:00,Ethanol,Wheat,Saskatchewan,CCS,Regina,Saskatchewan,Canada,127570611,,Marine-international,Marine-international,,
Approved,C-BCLCF,515.1,14.63,D28291419,Stone-Perry,Ronald Smith,hferguson@example.com,2015-12-11 00:00:00,2016-04-06 00:00:00,2015-01-01 00:00:00,2039-05-22 00:00:00,Ethanol,Corn,Saskatchewan,CCS,Saskatoon,Saskatchewan,Canada,119288315,,Marine-international,Rail,,
Approved,C-BCLCF,593.1,21.81,D28291494,Stone-Walsh,George Silva,johnsonanthony@example.com,2022-10-19 00:00:00,2023-05-02 00:00:00,2023-05-15 00:00:00,2038-08-08 00:00:00,HDRD,Soy,Argentina,Co products used to produce H2,Victoria,British Columbia,Canada,183987561,,"Marine, Rail",Marine-international,,
Approved,C-BCLCF,278.1,19.15,D28291174,Stout-Brown,Matthew Lowe,sanchezjames@example.com,2025-06-27 00:00:00,2025-08-18 00:00:00,2025-07-01 00:00:00,2036-05-30 00:00:00,HDRD,Soy,Ontario,,Vancouver,British Columbia,Canada,161875104,Litres,Rail,Truck,,
Approved,BCLCF,170.3,26.1,D28291208,Strickland Ltd,Mr. Robert Stephens Jr.,harrischristina@example.org,2023-11-28 00:00:00,2024-03-25 00:00:00,2023-11-28 00:00:00,2037-12-09 00:00:00,Renewable naphtha,Corn,US Central,Corn Oil,Fargo,North Dakota,United States of America,639374725,,"Marine-international, Rail",Rail,,
Approved,BCLCF,258.1,15.32,D28291310,Strong-Bailey,James Gross,caitlin66@example.com,2021-03-19 00:00:00,2021-10-18 00:00:00,2021-03-19 00:00:00,2038-12-22 00:00:00,Biodiesel,Yellow Grease (UCO),US Central,Non-rendered UCO,Des Moines,Iowa,United States of America,106486371,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,238.1,8.28,D28291200,"Suarez, Johnson and Schultz",Anthony Daniel,millerheather@example.com,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-07 00:00:00,Renewable naphtha,Yellow Grease (UCO),Alberta,,Vancouver,British Columbia,Canada,158720987,,Rail,Marine-international,,
Approved,BCLCF,566.1,12.06,D28291313,Sullivan LLC,Jonathan Torres,jeffreymontgomery@example.com,2023-07-27 00:00:00,2024-02-08 00:00:00,2023-08-01 00:00:00,2038-02-14 00:00:00,Ethanol,Corn,US Central,79% CCS,Cedar Rapids,Iowa,United States of America,241421938,,Marine-international,Rail,,
Approved,C-BCLCF,658.1,67.43,D28291468,Sutton Group,Zachary Gomez,mcbrideerin@example.org,2014-05-01 00:00:00,2014-06-18 00:00:00,2014-05-01 00:00:00,2039-09-01 00:00:00,Ethanol,Corn,US Central,,Winnipeg,Manitoba,Canada,126767986,,Marine-international,Marine-international,,
Approved,BCLCF,562.1,19.95,D28291224,Sutton LLC,Austin Wiggins,erichenry@example.com,2023-06-12 00:00:00,2024-02-12 00:00:00,2023-06-12 00:00:00,2038-02-17 00:00:00,Renewable naphtha,Camelina,US Central,,Cedar Rapids,Iowa,United States of America,658268864,,Rail,Rail,,
Approved,C-BCLCF,2.1,64.76,D28291282,Sutton-Torres,Logan Livingston,parkernicholas@example.com,2022-12-16 00:00:00,2023-11-14 00:00:00,2022-12-31 00:00:00,2038-06-01 00:00:00,LNG,Fossil-based Natural Gas,British Columbia,,Victoria,British Columbia,Canada,13286193,,Pipeline,Marine-international,,
Approved,BCLCF,790.1,44.54,D28291296,Tate-Campbell,Brandon Estes,john15@example.com,2023-12-11 00:00:00,2024-03-21 00:00:00,2024-01-01 00:00:00,2037-12-23 00:00:00,Ethanol,Corn,US Central,,Cedar Rapids,Iowa,United States of America,295982924,,Marine-international,Rail,,
Approved,BCLCF,525.2,12.25,D28291272,Taylor-Barnes,Bruce Jackson,welchronald@example.org,2023-01-03 00:00:00,2024-01-25 00:00:00,2022-12-31 00:00:00,2038-03-27 00:00:00,Biodiesel,Canola,US Central,Canola,New Orleans,Louisiana,United States of America,344914619,,Rail,"Marine-international, Rail",,
Approved,BCLCF,420.1,46.87,D28291451,Taylor-Miller,Angela Anderson,ianmooney@example.com,2017-03-07 00:00:00,2017-03-21 00:00:00,2017-03-07 00:00:00,2039-08-02 00:00:00,Ethanol,Corn,US Central,,Bismarck,North Dakota,United States of America,182333479,,Marine-international,Rail,,
Approved,BCLCF,172.2,24.78,D28291295,Taylor-Robertson,Rhonda Johnson,howardwise@example.net,2024-02-07 00:00:00,2024-04-09 00:00:00,2024-03-01 00:00:00,2036-09-28 00:00:00,Alternative jet fuel,Corn,US Central,Corn Oil,Houston,Texas,United States of America,810535765,Litres,"Rail, Truck",Rail,,
Approved,C-BCLCF,760.2,22.23,D28291314,Taylor-Williams,Christopher Sandoval,shepherdalison@example.com,2024-08-21 00:00:00,2024-11-07 00:00:00,2025-01-01 00:00:00,2037-02-06 00:00:00,HDRD,Yellow Grease (UCO),US Central,Uses butane and Newfoundland Grid electricity,Brandon,Manitoba,Canada,977,,Marine,Marine,,
Approved,BCLCF,209.1,19.27,D28291138,Terry Group,Keith Castro,wobrien@example.org,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-04-24 00:00:00,Alternative jet fuel,Yellow Grease (UCO),South America,,Houston,Texas,USA,1891568681,Litres,"Marine, Marine-domestic, Truck",Marine,,
Approved,BCLCF,528.1,31.98,D28291227,Terry-Torres,Jeffrey Smith,churchmelissa@example.com,2023-06-12 00:00:00,2024-02-12 00:00:00,2023-06-12 00:00:00,2038-02-21 00:00:00,Renewable naphtha,Soy,US Central,Soybean Oil,New Orleans,Louisiana,United States of America,713561287,,Rail,Rail,,
Approved,BCLCF,178.4,24.1,D28291437,Thomas PLC,Mark Harrington,dayjohn@example.org,2023-12-21 00:00:00,2024-04-15 00:00:00,2024-01-01 00:00:00,2037-11-25 00:00:00,HDRD,Soy,US Central,Soy Oil,Houston,Texas,United States of America,460249928,,Rail,Rail,,
Approved,BCLCF,171.3,19.78,D28291296,"Thomas, King and Aguilar",Joseph Holloway Jr.,dennis49@example.net,2024-02-07 00:00:00,2024-04-09 00:00:00,2024-03-01 00:00:00,2036-09-29 00:00:00,Alternative jet fuel,Tallow,British Columbia,,Des Moines,Iowa,United States of America,835228172,Litres,Rail,Rail,,
Approved,BCLCF,172.4,24.57,D28291440,"Thomas, Pham and Arnold",Antonio Hunt,coopertim@example.com,2023-11-28 00:00:00,2024-03-25 00:00:00,2023-11-28 00:00:00,2037-12-13 00:00:00,HDRD,Soy,US Central,,Bismarck,North Dakota,United States of America,655939655,,"Marine, Marine-international, Rail",Rail,,
Approved,BCLCF,535.2,23.3,D28291202,"Thomas, Rose and Castillo",John Stewart,stewartkathy@example.net,2024-12-10 00:00:00,2025-07-17 00:00:00,2024-12-10 00:00:00,2036-06-27 00:00:00,HDRD,Corn Oil,US Central,,Houston,Texas,USA,393987405,Litres,Rail,Rail,,
Approved,C-BCLCF,645.1,41.17,D28291476,Thomas-Anderson,Kimberly Hurley,jordanlisa@example.org,2014-05-01 00:00:00,2014-06-18 00:00:00,2014-05-01 00:00:00,2039-09-09 00:00:00,Ethanol,Corn,US Central,CCS,Saskatoon,Saskatchewan,Canada,119637265,,Rail,Marine-international,,
Approved,BCLCF,197.3,27.63,D28291311,Thomas-Case,Rachel Benjamin,madelineporter@example.org,2021-03-12 00:00:00,2021-10-18 00:00:00,2021-03-12 00:00:00,2038-12-23 00:00:00,Biodiesel,Soy,US Central,,Minneapolis,Minnesota,United States of America,119925234,,Marine-international,Rail,,
Approved,BCLCF,503.1,27.08,D28291156,Thomas-Parker,Donald Roach,cblack@example.org,2024-05-15 00:00:00,2024-09-09 00:00:00,2024-05-15 00:00:00,2037-04-12 00:00:00,Renewable naphtha,Tallow,US Central,,St. Paul,Minnesota,United States of America,370155034,,Rail,Rail,,
Approved,C-BCLCF,275.1,5.15,D28291292,Thomas-Raymond,James Meyers,pdavis@example.org,2022-05-01 00:00:00,2023-01-30 00:00:00,2022-05-01 00:00:00,2038-10-06 00:00:00,Biodiesel,Canola,Alberta,,Edmonton,Alberta,Canada,350540911,,Pipeline,Rail,,
Approved,C-BCLCF,540.2,42.99,D28291188,Thompson Inc,Joshua Nguyen,vlee@example.net,2025-06-20 00:00:00,2025-08-14 00:00:00,2025-07-01 00:00:00,2036-06-13 00:00:00,Ethanol,Corn,US Central,Enhanced Oil Recovery (EOR),Regina,Saskatchewan,Canada,145389,Litres,"Rail, Truck",Truck,,
Approved,BCLCF,410.1,46.02,D28291463,Thompson LLC,Pamela Chambers,santosmichael@example.net,2015-01-12 00:00:00,2015-01-28 00:00:00,2015-01-09 00:00:00,2039-08-15 00:00:00,Ethanol,Corn,US Central,Waste Seed Corn,Des Moines,Iowa,United States of America,88859906,,Marine-international,Rail,,
Approved,BCLCF,396.1,24.27,D28291307,Thompson Ltd,Connie Edwards,beanandrew@example.com,2024-05-29 00:00:00,2024-11-19 00:00:00,2024-06-01 00:00:00,2037-01-24 00:00:00,HDRD,Soy,US Central,,Bismarck,North Dakota,United States of America,433938000,,"Marine, Marine-international, Rail","Marine, Marine-international, Rail",,
Approved,C-BCLCF,312.1,65.81,D28291271,Thompson PLC,Tyler Campbell,dustindouglas@example.org,2022-03-31 00:00:00,2022-11-21 00:00:00,2022-03-31 00:00:00,2038-10-08 00:00:00,Propane,Fossil-based Natural Gas,Multiple BC locations,,Kelowna,British Columbia,Canada,2107925894,,"Marine, Marine-international, Pipeline, Rail","Marine, Marine-international, Pipeline, Rail",,
Approved,BCLCF,404.3,34.08,D28291344,"Thompson, Burnett and Wood",Miguel Banks,leechristopher@example.net,2024-05-03 00:00:00,2024-08-26 00:00:00,2024-05-03 00:00:00,2037-04-21 00:00:00,HDRD,Corn Oil,US Central,,Jurong,NaN,Singapore,1645081480,,"Marine, Rail",Marine,,
Approved,BCLCF,399.4,22.58,D28291242,"Thompson, Dixon and Marquez",Caitlin Williamson,maria69@example.net,2023-12-22 00:00:00,2024-08-13 00:00:00,2024-01-01 00:00:00,2037-05-16 00:00:00,Biodiesel,Tallow,US Central,,Austin,Texas,United States of America,81652130,,Marine-international,Rail,,
Approved,C-BCLCF,667.1,61.76,D28291449,"Thompson, Flores and Taylor",Anne Hamilton,wsmith@example.org,2017-11-09 00:00:00,2018-04-16 00:00:00,2018-01-01 00:00:00,2039-07-19 00:00:00,Ethanol,Corn,US Central,No CCS,Saskatoon,Saskatchewan,Canada,135556093,,Rail,Rail,,
Approved,BCLCF,332.1,23.36,D28291244,"Thompson, Gibson and Perez",Tim Kennedy,lisa62@example.net,2022-12-29 00:00:00,2024-01-25 00:00:00,2022-12-29 00:00:00,2038-04-11 00:00:00,Renewable naphtha,Canola,Canada West,Canola Oil,Baton Rouge,Louisiana,United States of America,1617384372,,Rail,Marine,,
Approved,BCLCF,494.2,27.57,D28291148,"Thompson, Johnson and Richard",Joseph Combs,ehenry@example.com,2025-08-15 00:00:00,2025-09-15 00:00:00,2025-08-15 00:00:00,2036-05-04 00:00:00,HDRD,Tallow,US Central,,New Orleans,Louisiana,USA,315723711,Litres,"Rail, Truck",Truck,,
Approved,C-BCLCF,185.5,17.3,D28291154,"Thompson, Jones and Taylor",Jeremy Schmidt,markmercado@example.org,2025-02-25 00:00:00,2025-08-28 00:00:00,2025-08-26 00:00:00,2036-05-10 00:00:00,HDRD,Tallow,Alberta,Coprocessing in DHT,Kelowna,British Columbia,Canada,18048156,Litres,Rail,Truck,,
Approved,C-BCLCF,475.2,20.21,D28291426,"Thompson, Maldonado and Foster",Mathew Williamson,josephjohnson@example.net,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-25 00:00:00,HDRD,Tallow,Australia,Co products used to produce H2,Kelowna,British Columbia,Canada,158525060,,"Marine, Rail",Marine-international,,
Approved,BCLCF,375.1,-2.93,D28291277,"Thompson, Reyes and Walker",Tiffany Miller,wanda58@example.com,2023-01-16 00:00:00,2023-11-09 00:00:00,2023-05-01 00:00:00,2038-05-30 00:00:00,Biodiesel,Soy,Argentina,Refined glycerine,San Martin,Santa Fe,Argentina,367205415,,Marine-international,Marine,,
Approved,BCLCF,278.3,23.94,D28291220,Thompson-Anderson,John Cooper,derek61@example.com,2025-03-25 00:00:00,2025-06-06 00:00:00,2025-04-10 00:00:00,2036-07-15 00:00:00,HDRD,Soy,US Central,Soybean Oil,New Orleans,Louisiana,USA,1147019910,Litres,"Marine, Rail, Truck",Rail,,
Approved,BCLCF,738.1,21.02,D28291267,Thompson-Hayes,Ashley Aguilar,eevans@example.com,2024-02-09 00:00:00,2024-12-16 00:00:00,2024-02-12 00:00:00,2037-01-02 00:00:00,Ethanol,Sorghum,US Central,52% CCS,St. Paul,Minnesota,United States of America,251866882,,Marine-international,Rail,,
Approved,C-BCLCF,207.1,17.9,D28291070,"Todd, Harrison and Smith",Dylan Shah,dylansullivan@example.com,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-02-16 00:00:00,HDRD,Canola,Alberta,Co-Processing in FCC,Vancouver,British Columbia,Canada,223926816,Litres,Rail,Truck,,
Approved,BCLCF,741.1,24.08,D28291266,Torres Group,Matthew Sellers,alexis81@example.net,2024-02-09 00:00:00,2024-12-16 00:00:00,2024-02-12 00:00:00,2036-12-31 00:00:00,Ethanol,Sorghum,US Central,42% CCS,Baton Rouge,Louisiana,United States of America,211525077,,Marine-international,Rail,,
Approved,C-BCLCF,198.1,2.5,D28291306,"Torres, Brown and Payne",Darrell Harris,anthony17@example.com,2021-09-06 00:00:00,2021-12-09 00:00:00,2021-06-14 00:00:00,2038-12-18 00:00:00,Biodiesel,Yellow Grease (UCO),Ontario,,Toronto,Ontario,Canada,68969771,,Marine-international,Rail,,
Approved,BCLCF,266.3,42.44,D28291286,Torres-Dixon,Jason Davis,schneiderangela@example.com,2024-03-21 00:00:00,2024-06-13 00:00:00,2024-03-21 00:00:00,2037-07-29 00:00:00,Ethanol,Corn,US Central,,Bismarck,North Dakota,United States of America,388216494,,Marine-international,Rail,,
Approved,BCLCF,276.1,0.84,D28291352,Torres-Russell,Reginald Garner,twhite@example.org,2019-04-25 00:00:00,2019-05-16 00:00:00,2019-03-22 00:00:00,2039-04-08 00:00:00,Biodiesel,Soy,US Central,,St. Louis,Missouri,United States of America,128569056,,Marine-international,Rail,,
Approved,BCLCF,280.2,32.33,D28291329,Townsend-Zamora,Valerie Mueller,ymorris@example.com,2021-03-12 00:00:00,2021-10-18 00:00:00,2021-03-12 00:00:00,2039-01-12 00:00:00,Biodiesel,Corn,US Central,Corn Oil,Minneapolis,Minnesota,United States of America,109242583,,"Marine-international, Rail",Rail,,
